Ticket_ID,Call_Date,Call_Time,Resolution_Date,Agent_Name,Department,Issue_Type,Priority,Status,Channel,Region,Handle_Time_Minutes,Wait_Time_Seconds,First_Call_Resolution,SLA_Met,Satisfaction_Score,OS_Type,Shift,Escalated,Reopen_Count,Cost_Per_Ticket_USD,Agent_Experience_Yrs
TKT-0539,10-11-2024,05:24 PM,11/10/2024,henry moore,Sales,Software Installation,Medium,closed,EMAIL,North,20.0,1954,yes,N,1.0,Linux,Morning,Yes,0.0,144.46,7.0
TKT-0544,12-Dec-2024,03:02,2024-12-13,Frank Miller,Finance,Password Reset,medium,Closed,phone,,,1882,,,,WINDOWS 11,morning,No,2.0,,8.0
TKT-0826,03-29-2024,09:58,2024-03-29,Henry Moore,Finance,Software Installation,Mediun,Open,Chat,East,178.0,2501,,Y,99.0,Windows 11,AFTERNOON,No,0.0,162.65,5.0
TKT-0429,04-30-2024,14:55,02/05/2024,,Sales,Hardware Failure,Low,Escalated,Email,North,71.0,1116,Yes,,-1.0,WINDOWS 11,Night Shift,yes,1.0,92.36,1.0
TKT-0310,2024-02-18,01:46 PM,02-19-2024,henry moore,Legal,password reset,CRITICAL,closed,Phone,South,83.0,3097,yes,no,2.0,WINDOWS 11,Night,No,0.0,180.94,6.0
TKT-0006,25/04/2024,02:21:01,27-Apr-2024,Bob Smith,Marketing,System Crash,Medium,Resolved,phone,West,60.0,2420,No,Yes,2.0,Windows 11,AFTERNOON,no,-1.0,15.56,
,2024/03/26,13:16,26-Mar-2024,Irene Taylor,Admin,Network Issue,Hign,Resolve,chat,North,46.0,3095,,Yes,,WINDOWS 11,Afternoon,yes,3.0,,6.0
,27-Jul-2024,11:31:48 PM,2024-07-29,Carol White,HR,Account Locked,Hign,OPEN,Chat,South,97.0,3372,Yes,Y,3.0,linux,AFTERNOON,yes,-1.0,39.63,99.0
TKT-0098,2024/08/11,20:31,2024/08/12,BOB SMITH,Operations,System Crash,Mediun,In Progress,EMAIL,,46.0,2906,YES,N,10.0,Windows 10 ,Night Shift,,0.0,32.43,0.0
TKT-0297,05-31-2024,05:04,01-Jun-2024,Irene Taylor,,vpn access,HIGH,In progress,Chat,West,92.0,375,Yes,No,99.0,Windows 11,AFTERNOON,yes,0.0,130.55,0.0
TKT-0409,23/03/2024,11:47 AM,25/03/2024,henry moore,Operations,System Crash,low,In Progress,phone,,78.0,599,Yes,no,,Linux,morning,,3.0,111.9,-2.0
TKT-0446,2024/01/25,07:05 AM,25-Jan-2024,Irene Taylor,Legal,Hardware Failure,Hign,Closed,chat,South,25.0,2530,NO,Y,1.0,macOS,Night,No,0.0,43.1,0.0
TKT-0904,2024-03-19,11:41:33 PM,20-Mar-2024,Emily Davis,Legal,Data Recovery,Critical,In progress,phone,Central,2.0,2899,No,N,5.0,Linux,AFTERNOON,no,2.0,,4.0
TKT-0282,27/01/2024,12:26,2024/01/28,frank miller,Finance,Software Installation,Hign,OPEN,Phone,West,164.0,957,No,,,Windows 10 ,Morning,No,2.0,75.9,5.0
TKT-0267,2024/04/06,11:07:36 PM,04-07-2024,Alice Johnson,Operations,Account Locked,High,closed,Walk In,West,34.0,3505,yes,no,-1.0,Linux,morning,no,0.0,33.44,
TKT-0740,2024-12-17,08:34:50,,,Sales,Hardware Failure,High,Open,EMAIL,,74.0,196,,,0.0,MacOS,AFTERNOON,No,0.0,114.56,7.0
TKT-0887,10-27-2024,09:00:19 PM,28/10/2024,Alice Johnson,Admin,Data Recovery,High,OPEN,chat,East,,167,YES,yes,,Windows 11,Night,no,2.0,93.72,5.0
TKT-0535,26-Jul-2024,12:50:08 PM,26-Jul-2024,,Admin,Hardware failure,medium,closed,self-service portal,East,109.0,1388,NO,yes,1.0,windows 10,Afternoon,no,0.0,124.59,7.0
TKT-0433,05-31-2024,03:13:11,31-May-2024,BOB SMITH,Legal,Hardware failure,High,closed,Self-Service Portal,Central,19.0,1048,no,Yes,,windows 10,morning,Yes,,125.95,6.0
TKT-0912,2024/05/12,07:21,14/05/2024,Bob Smith,Sales,Email problem,Mediun,closed,EMAIL,,55.0,2513,YES,yes,-1.0,windows 10,AFTERNOON,Yes,-1.0,140.22,1.0
TKT-0657,2024/01/03,17:14:36,03/01/2024,Frank Miller,Marketing,SOFTWARE INSTALLATION,Mediun,closed,Walk In,,103.0,3107,yes,yes,1.0,windows 10,Morning,Yes,2.0,114.83,7.0
TKT-0119,19-Sep-2024,09:53,21-Sep-2024,Grace Wilson,HR,Printer Issue,Mediun,Closed,phone,Central,82.0,2925,NO,Y,4.0,macOS,Night Shift,Yes,0.0,15.35,1.0
TKT-0406,10-11-2024,15:12:08,13/10/2024,Henry Moore,Marketing,Software Installation,low,In Progress,Email,East,11.0,1930,no,Yes,2.0,Windows 11,Afternoon,No,3.0,180.8,1.0
TKT-0251,19-Jul-2024,05:07 AM,2024/07/21,Grace Wilson,Admin,Email Problem,Critical,Closed,EMAIL,West,-5.0,1968,NO,Yes,,MacOS,Afternoon,no,0.0,61.14,8.0
TKT-0378,2024/07/14,10:35:35 AM,,David Brown,HR,Hardware Failure,Critical,In Progress,phone,,57.0,2539,YES,no,5.0,MacOS,Night Shift,yes,2.0,90.43,5.0
TKT-0616,2024-09-21,09:39 AM,2024/09/23,BOB SMITH,Operations,vpn access,medium,Resolve,self-service portal,,151.0,1528,no,,0.0,windows 10,AFTERNOON,,-1.0,95.11,6.0
TKT-0010,09-27-2024,00:42:52,,David Brown,IT,Network Issue,Hign,In Progress,Self-Service Portal,,78.0,2727,Yes,No,5.0,Windows 10 ,AFTERNOON,yes,0.0,112.58,7.0
TKT-0358,31/08/2024,10:21:41,08-31-2024,henry moore,Legal,VPN Access,High,In progress,self-service portal,Central,49.0,1476,yes,No,99.0,MacOS,AFTERNOON,Yes,0.0,184.86,10.0
TKT-0197,05-05-2024,12:07 AM,,Irene  Taylor,Marketing,vpn access,Mediun,OPEN,Self-Service Portal,West,,283,YES,N,,MacOS,Night Shift,yes,0.0,108.27,2.0
TKT-0632,16/10/2024,03:36,10-18-2024,Carol White,,network issue,HIGH,Resolved,Phone,East,76.0,2548,,Y,3.0,WINDOWS 11,AFTERNOON,,,189.19,1.0
TKT-0082,29-Dec-2024,19:40:27,29/12/2024,Bob Smith,IT,SOFTWARE INSTALLATION,Hign,Closed,self-service portal,South,159.0,580,,No,4.0,linux,Afternoon,No,3.0,153.49,
TKT-0527,18-Sep-2024,15:43:52,2024/09/19,Grace Wilson ,Operations,Email Problem,CRITICAL,OPEN,self-service portal,South,44.0,2467,NO,no,0.0,MacOS,Night Shift,no,2.0,162.65,9.0
TKT-0831,14-Apr-2024,01:06:57,16/04/2024,Emily Davis,IT,System Crash,Hign,escalated,chat,Central,86.0,2578,,yes,,linux,AFTERNOON,Yes,0.0,160.88,99.0
TKT-0906,30-Nov-2024,19:51,12-02-2024,David Brown,HR,password reset,Low,resolved,phone,,27.0,3003,NO,,4.0,macOS,Night Shift,yes,-1.0,39.0,6.0
TKT-0240,02-11-2024,06:51 PM,2024/02/12,,Admin,password reset,HIGH,Open,Email,North,178.0,1745,Yes,No,4.0,Windows 10,morning,no,0.0,,1.0
TKT-0324,2024-10-15,10:29:45,,Carol  White,IT,Hardware Failure,CRITICAL,OPEN,chat,South,73.0,3225,,N,5.0,macOS,AFTERNOON,Yes,0.0,137.47,6.0
TKT-0212,10-07-2024,11:20:29 PM,07/10/2024,Emily Davis,Sales,Password Reset,low,Escalated,Self-Service Portal,South,15.0,2637,NO,No,99.0,windows 10,AFTERNOON,,3.0,43.74,7.0
TKT-0847,12-21-2024,08:33:01,2024/12/22,Henry Moore,,SOFTWARE INSTALLATION,low,resolved,Walk In,West,172.0,55,NO,Yes,99.0,macOS,morning,no,0.0,,3.0
TKT-0549,08-28-2024,05:32:10,2024-08-30,Alice Johnson,Marketing,Software Installation,Medium,In progress,Walk In,Central,158.0,1353,NO,,5.0,linux,Afternoon,Yes,0.0,77.5,1.0
TKT-0498,12/01/2024,15:50,14/01/2024,EMILY DAVIS,Finance,vpn access,High,OPEN,chat,West,,1765,no,N,2.0,Linux,morning,yes,0.0,110.12,8.0
TKT-0228,09-27-2024,19:58,29/09/2024,JAMES ANDERSON,HR,Email problem,medium,Resolve,EMAIL,North,116.0,2647,No,Y,-1.0,Linux,Night,,2.0,155.96,0.0
TKT-0892,10/11/2024,03:41 PM,12-Nov-2024,James Anderson,,network issue,Low,Closed,Walk In,West,62.0,435,no,No,-1.0,MacOS,Night Shift,Yes,2.0,198.25,4.0
TKT-0815,2024/06/02,01:54:08,03/06/2024,henry moore,Marketing,password reset,CRITICAL,OPEN,Chat,Central,16.0,3541,NO,,4.0,WINDOWS 11,Night,yes,1.0,,99.0
TKT-0829,19-Nov-2024,08:31 AM,19/11/2024,Emily Davis,,SOFTWARE INSTALLATION,CRITICAL,In Progress,Chat,West,,55,yes,Y,4.0,linux,Night Shift,Yes,0.0,22.23,6.0
TKT-0178,22-Nov-2024,11:54,11-23-2024,Irene Taylor,Sales,Hardware failure,CRITICAL,Resolve,Walk-in,South,-5.0,1117,yes,,2.0,Linux,AFTERNOON,Yes,0.0,16.09,10.0
TKT-0975,2024/07/10,01:56,,Henry Moore,Finance,network issue,Hign,In progress,Email,Central,32.0,2367,Yes,N,-1.0,linux,morning,no,0.0,120.24,4.0
TKT-0434,2024-12-16,03:01 PM,2024-12-16,henry moore,,Hardware Failure,Medium,Escalated,Email,West,,3119,Yes,no,5.0,MacOS,morning,Yes,0.0,140.94,7.0
TKT-0944,11-03-2024,21:39:27,2024/11/03,Frank Miller,HR,vpn access,Critical,Closed,Chat,Central,120.0,1761,YES,no,2.0,Windows 11,Morning,,0.0,137.1,5.0
,2024-10-12,09:25 PM,2024/10/14,alice johnson,Marketing,Email Problem,Low,closed,Self-Service Portal,South,37.0,1390,,Yes,-1.0,WINDOWS 11,Afternoon,,-1.0,156.39,4.0
TKT-0351,03/12/2024,06:04 AM,2024/12/03,Irene Taylor,IT,Network Issue,Low,escalated,self-service portal,South,28.0,3002,No,yes,10.0,WINDOWS 11,Night,No,-1.0,68.05,1.0
,04-26-2024,04:08:55,2024/04/27,,Marketing,VPN Access,High,Escalated,Self-Service Portal,East,137.0,2672,Yes,yes,,Windows 10,Afternoon,yes,,189.43,5.0
TKT-0008,2024-08-20,09:27 AM,2024/08/22,,Operations,Printer Issue,High,closed,Walk In,Central,171.0,2952,no,,4.0,Windows 10,Night Shift,,0.0,86.75,10.0
TKT-0156,2024-05-18,01:29:41,2024/05/18,David Brown,Sales,Password Reset,HIGH,Resolve,EMAIL,East,19.0,1601,NO,yes,,Linux,morning,no,,8.58,
TKT-0945,03-Jul-2024,05:12:07,2024-07-03,Grace Wilson ,Admin,Email Problem,Medium,Resolve,Walk-in,North,175.0,2368,,Y,1.0,Linux,Night,Yes,1.0,180.87,2.0
TKT-0202,07-Aug-2024,06:54:04,09-Aug-2024,David Brown,Admin,Hardware failure,CRITICAL,escalated,Email,East,175.0,1515,No,Yes,99.0,Windows 11,Afternoon,,2.0,161.19,7.0
TKT-0330,09/06/2024,11:38,2024/06/10,David Brown,,Hardware Failure,Medium,Closed,Walk In,North,76.0,541,YES,no,99.0,Linux,morning,Yes,3.0,142.57,10.0
TKT-0543,2024-09-17,08:38:42 PM,2024/09/19,Alice Johnson,IT,Hardware Failure,HIGH,Escalated,phone,South,175.0,1979,NO,no,2.0,WINDOWS 11,Morning,yes,2.0,196.58,6.0
TKT-0440,28-Oct-2024,22:35,28-Oct-2024,alice johnson,Operations,Hardware Failure,HIGH,Resolve,Self-Service Portal,Central,122.0,1390,Yes,N,99.0,Windows 10 ,Night,No,2.0,138.77,0.0
TKT-0810,16/11/2024,17:50,11-17-2024,Henry Moore,Finance,Account Locked,Low,Closed,Chat,,157.0,2782,Yes,,-1.0,Windows 10 ,Morning,,,124.4,0.0
TKT-0901,11/12/2024,06:25:59,2024/12/13,Emily Davis,IT,SOFTWARE INSTALLATION,low,Resolve,chat,Central,5.0,904,NO,Y,,WINDOWS 11,Morning,No,2.0,113.93,9.0
TKT-0371,05-15-2024,03:21 AM,05-15-2024,Irene Taylor,Admin,password reset,HIGH,In progress,phone,,119.0,2914,no,,,MacOS,Night Shift,no,2.0,162.01,3.0
TKT-0605,12-Aug-2024,06:39 PM,14-Aug-2024,EMILY DAVIS,,Account Locked,CRITICAL,Closed,Walk In,,7.0,2313,Yes,Y,-1.0,windows 10,Night Shift,yes,1.0,118.4,-2.0
,12-04-2024,12:00:06,2024-12-05,Alice Johnson,Sales,VPN Access,Mediun,resolved,chat,Central,,1295,yes,N,1.0,Linux,AFTERNOON,,0.0,83.23,-2.0
TKT-0594,16/12/2024,08:37:56,2024/12/18,henry moore,Legal,Printer Issue,Critical,Closed,Self-Service Portal,Central,51.0,99999,NO,N,1.0,Windows 10 ,morning,yes,0.0,175.62,4.0
TKT-0877,20-Apr-2024,22:27:01,22/04/2024,David Brown,,Software Installation,Medium,Closed,EMAIL,Central,12.0,3062,,Y,1.0,Windows 11,Morning,Yes,,97.26,9.0
,2024/06/21,06:55,21/06/2024,Irene Taylor,Finance,Email problem,Mediun,resolved,Phone,North,90.0,3278,NO,N,,MacOS,Night,Yes,,137.12,4.0
,05/11/2024,06:30 AM,2024/11/05,Bob Smith,Operations,Printer Issue,Medium,Escalated,self-service portal,West,103.0,916,No,,,macOS,AFTERNOON,,-1.0,,1.0
TKT-0874,2024/10/02,11:12,2024-10-04,Bob Smith,Sales,password reset,Medium,OPEN,Phone,South,42.0,235,,No,,macOS,Afternoon,No,2.0,81.69,2.0
TKT-0533,2024/08/04,21:46,08-05-2024,,,Printer Issue,low,resolved,Walk-in,Central,-5.0,2212,,,0.0,WINDOWS 11,Night Shift,yes,0.0,,7.0
TKT-0867,2024/06/24,05:40:58 PM,2024/06/25,Grace Wilson,Legal,Email problem,Medium,Closed,self-service portal,South,84.0,3330,Yes,Yes,,macOS,Morning,no,0.0,20.55,9.0
TKT-0229,08-04-2024,16:07,2024/08/04,David Brown,IT,Software Installation,Medium,In progress,Self-Service Portal,,97.0,1073,NO,Y,,Windows 10,morning,no,1.0,105.71,4.0
TKT-0391,06-16-2024,00:40:07,18-Jun-2024,frank miller,IT,System Crash,CRITICAL,Closed,Email,,81.0,2157,Yes,,-1.0,linux,Night Shift,no,2.0,25.09,0.0
TKT-0760,22/04/2024,07:31,,JAMES ANDERSON,Legal,vpn access,low,Closed,Walk In,Central,174.0,1616,yes,,,MacOS,AFTERNOON,No,,109.1,6.0
TKT-0213,2024/07/07,05:25:56 AM,09-Jul-2024,,Admin,System Crash,Medium,In progress,Walk-in,North,148.0,929,Yes,Yes,10.0,Windows 10 ,Night Shift,No,1.0,173.08,-2.0
TKT-0080,21-Oct-2024,12:27:11 PM,23-Oct-2024,henry moore,Admin,VPN Access,CRITICAL,Closed,Chat,South,164.0,2211,NO,N,3.0,macOS,Night,Yes,0.0,48.0,1.0
TKT-0149,2024-02-19,04:42:04 PM,2024-02-19,David Brown,Marketing,vpn access,Critical,Open,Phone,Central,-5.0,741,,Yes,4.0,WINDOWS 11,Night Shift,no,3.0,16.37,10.0
TKT-0303,2024/08/25,01:58:52 PM,27-Aug-2024,James Anderson,Operations,Data Recovery,HIGH,Closed,EMAIL,Central,3.0,1544,,No,,Linux,Morning,no,0.0,117.68,3.0
TKT-0449,14/07/2024,12:19:23 PM,2024-07-14,Grace Wilson,Operations,network issue,Low,In progress,self-service portal,South,82.0,2005,No,,1.0,macOS,Night Shift,Yes,2.0,73.36,7.0
TKT-0362,12-May-2024,23:40:07,2024-05-14,,Finance,SOFTWARE INSTALLATION,Medium,In Progress,EMAIL,West,130.0,1537,,no,,linux,morning,no,3.0,,10.0
TKT-0532,06/10/2024,13:39:42,08-Oct-2024,,Marketing,Email problem,HIGH,escalated,EMAIL,South,160.0,3306,No,N,-1.0,Windows 10 ,Night Shift,no,0.0,18.72,2.0
,05-07-2024,11:42,05-07-2024,Grace Wilson,Finance,vpn access,low,Resolved,phone,Central,-5.0,2937,no,Yes,4.0,macOS,Afternoon,Yes,,11.16,4.0
TKT-0044,02-21-2024,04:49:34 PM,23/02/2024,Emily Davis,Marketing,Hardware failure,Low,In Progress,Chat,,11.0,2721,yes,,-1.0,macOS,Night Shift,,-1.0,59.95,7.0
TKT-0674,2024/08/13,21:13:01,15/08/2024,Emily Davis,Legal,VPN Access,Low,OPEN,EMAIL,South,122.0,2880,,Yes,0.0,MacOS,AFTERNOON,yes,0.0,140.25,99.0
TKT-0134,2024/04/27,14:50,2024/04/27,henry moore,HR,Software Installation,Low,OPEN,Phone,South,27.0,888,YES,no,,Windows 11,Afternoon,no,-1.0,,99.0
TKT-0576,2024/11/18,13:59,19/11/2024,frank miller,Marketing,Printer Issue,medium,In progress,Self-Service Portal,Central,138.0,3530,yes,,,macOS,Afternoon,,0.0,134.68,
TKT-0312,02-17-2024,08:49:18 AM,2024/02/17,Grace Wilson,Finance,Hardware Failure,Medium,In progress,Phone,South,92.0,2297,,,4.0,Linux,Morning,No,3.0,93.22,10.0
TKT-0635,08-05-2024,15:16,2024/08/06,Grace Wilson ,Sales,Data Recovery,Critical,Escalated,EMAIL,South,12.0,217,Yes,Y,-1.0,Windows 11,Morning,Yes,1.0,161.96,
TKT-0568,04-13-2024,01:51,04-14-2024,Grace Wilson ,Operations,vpn access,low,Resolved,phone,West,21.0,332,NO,,,Windows 10 ,Night,yes,-1.0,57.82,7.0
TKT-0821,18-Dec-2024,07:32:36 PM,20-Dec-2024,alice johnson,,Printer Issue,CRITICAL,Closed,EMAIL,South,82.0,339,Yes,Y,10.0,WINDOWS 11,Morning,,0.0,143.84,6.0
TKT-0001,2024-11-23,03:01 AM,11-24-2024,henry moore,Sales,Hardware Failure,Mediun,OPEN,Phone,South,64.0,924,No,N,,Windows 10,Morning,No,3.0,79.09,6.0
TKT-0478,2024-11-05,00:46,2024-11-06,James Anderson,,Account Locked,HIGH,In Progress,Email,West,82.0,1562,NO,,0.0,linux,Afternoon,no,0.0,,1.0
TKT-0317,01-16-2024,07:36:47,18-Jan-2024,Carol  White,Marketing,Network Issue,HIGH,Resolve,Walk In,East,94.0,855,NO,Yes,4.0,MacOS,AFTERNOON,Yes,0.0,138.68,8.0
TKT-0738,22-Jul-2024,06:37,2024-07-23,Emily Davis,Finance,VPN Access,low,Closed,phone,South,115.0,1635,No,yes,10.0,WINDOWS 11,Afternoon,no,,115.6,2.0
,2024-01-19,12:58:09 AM,2024-01-21,James Anderson,Operations,VPN Access,medium,In progress,Walk-in,North,176.0,739,NO,No,2.0,Windows 11,morning,No,,73.46,3.0
TKT-0381,07/04/2024,02:49,04-09-2024,alice johnson,Operations,Hardware Failure,Low,Resolve,self-service portal,Central,-5.0,1917,,N,10.0,windows 10,morning,yes,-1.0,44.06,99.0
TKT-0833,06/03/2024,05:15 PM,2024/03/07,Bob Smith,IT,password reset,Critical,In Progress,EMAIL,South,25.0,3022,no,no,4.0,MacOS,Morning,,0.0,180.71,-2.0
TKT-0973,2024-10-25,03:42,25/10/2024,alice johnson,Operations,Software Installation,Critical,closed,EMAIL,South,111.0,342,,No,2.0,windows 10,Night,yes,0.0,86.12,0.0
TKT-0962,28-Mar-2024,11:28:14,,EMILY DAVIS,Marketing,Data Recovery,High,OPEN,Walk-in,South,4.0,2515,NO,,1.0,windows 10,Morning,no,,45.73,3.0
TKT-0173,08/07/2024,05:03 PM,,Henry Moore,HR,network issue,Mediun,OPEN,phone,South,93.0,459,,yes,1.0,WINDOWS 11,morning,no,,31.48,3.0
TKT-0126,10-08-2024,02:41:35 PM,10-08-2024,,Operations,vpn access,medium,resolved,Chat,South,76.0,2761,Yes,yes,2.0,Linux,Morning,no,2.0,31.19,0.0
TKT-0667,2024/01/10,10:14 PM,2024-01-10,Henry Moore,Marketing,System Crash,medium,Escalated,Walk In,West,14.0,3030,,Yes,10.0,macOS,Afternoon,yes,,138.59,7.0
TKT-0151,08-14-2024,11:57:20,16/08/2024,alice johnson,Operations,System Crash,Mediun,escalated,Walk-in,East,85.0,3470,yes,no,,WINDOWS 11,AFTERNOON,Yes,2.0,104.7,10.0
,2024-06-14,11:43:50 AM,06-15-2024,frank miller,Operations,Data Recovery,Hign,In progress,Self-Service Portal,East,155.0,2584,No,Y,-1.0,Windows 11,Night Shift,,,67.07,-2.0
TKT-0940,2024/06/15,12:29,2024-06-15,Grace Wilson ,Marketing,Email problem,Medium,resolved,EMAIL,East,164.0,2696,no,no,3.0,windows 10,AFTERNOON,No,,143.46,2.0
TKT-0091,29/10/2024,03:49:49 PM,2024-10-30,Alice Johnson,IT,network issue,High,Escalated,Walk In,,,3124,,No,3.0,windows 10,Night Shift,yes,0.0,,4.0
TKT-0979,2024-07-27,01:56:34 AM,27-Jul-2024,Bob Smith,Sales,System Crash,HIGH,OPEN,self-service portal,East,179.0,2513,no,Yes,,windows 10,Night,no,,47.99,10.0
TKT-0182,2024/11/19,02:47:12 PM,2024/11/19,Henry Moore,IT,vpn access,low,Open,Walk In,,11.0,800,,,-1.0,Windows 10 ,morning,,1.0,12.19,3.0
TKT-0364,2024/09/25,18:29,2024/09/25,David Brown,,Hardware failure,Hign,Open,phone,Central,85.0,1536,Yes,,-1.0,Windows 10 ,morning,No,0.0,97.22,-2.0
TKT-0275,04-Mar-2024,05:33:46 AM,03-05-2024,,HR,SOFTWARE INSTALLATION,Mediun,Closed,Walk In,,152.0,3374,,no,2.0,Windows 10 ,AFTERNOON,,0.0,32.82,10.0
TKT-0965,2024/11/17,12:18:23 PM,11-18-2024,David Brown,Operations,SOFTWARE INSTALLATION,CRITICAL,Resolve,Walk In,East,80.0,1248,NO,,3.0,Linux,morning,No,1.0,116.57,4.0
,2024-03-18,00:13:32,20/03/2024,frank miller,Operations,vpn access,High,Resolved,Walk In,Central,97.0,257,,N,-1.0,linux,morning,,2.0,57.13,7.0
TKT-0292,2024-03-12,09:29 AM,,Bob Smith,Legal,Email Problem,Medium,In Progress,EMAIL,South,109.0,1003,,,4.0,Windows 10,Night Shift,No,-1.0,150.88,0.0
TKT-0132,2024-03-07,19:34,2024/03/07,BOB SMITH,Legal,Software Installation,Hign,OPEN,Walk-in,East,175.0,2669,no,Y,,MacOS,morning,No,0.0,158.94,10.0
TKT-0301,05-Mar-2024,08:28:40 PM,03-05-2024,henry moore,Marketing,VPN Access,Mediun,OPEN,Walk-in,Central,,905,NO,,,windows 10,Afternoon,no,3.0,39.28,7.0
TKT-0606,2024-09-30,03:24 AM,10-02-2024,JAMES ANDERSON,Marketing,VPN Access,Hign,OPEN,Phone,Central,9.0,1096,yes,,,windows 10,Afternoon,Yes,1.0,,9.0
TKT-0327,2024-06-01,03:07:31 AM,06-02-2024,,HR,Account Locked,HIGH,OPEN,phone,North,15.0,2473,YES,yes,1.0,Windows 11,Afternoon,yes,,70.24,-2.0
TKT-0145,29/04/2024,02:09:00 AM,01-May-2024,BOB SMITH,Operations,Email problem,High,resolved,Email,,57.0,99999,no,yes,99.0,macOS,Morning,Yes,1.0,155.34,9.0
TKT-0899,01-13-2024,07:45:33 PM,13-Jan-2024,alice johnson,IT,password reset,medium,closed,Phone,North,84.0,2311,,no,10.0,WINDOWS 11,Night Shift,no,0.0,193.49,7.0
TKT-0635,08-05-2024,15:16,2024/08/06,Grace Wilson ,Sales,Data Recovery,Critical,Escalated,EMAIL,South,12.0,217,Yes,Y,-1.0,Windows 11,Morning,Yes,1.0,161.96,
TKT-0669,20-Feb-2024,12:22:17,02-21-2024,EMILY DAVIS,Finance,vpn access,low,escalated,phone,Central,31.0,3077,No,no,3.0,MacOS,morning,,-1.0,,2.0
TKT-0136,2024-10-21,12:16:11 AM,2024-10-23,James Anderson,Legal,password reset,Medium,escalated,Self-Service Portal,,131.0,446,YES,Yes,0.0,linux,AFTERNOON,No,1.0,85.42,6.0
TKT-0452,2024/03/24,01:16,26/03/2024,David Brown,Operations,Hardware Failure,CRITICAL,resolved,self-service portal,North,18.0,907,no,No,99.0,windows 10,morning,no,-1.0,188.29,5.0
TKT-0165,2024-04-02,19:14:45,04-03-2024,David Brown,Legal,Printer Issue,Mediun,OPEN,EMAIL,,51.0,16,Yes,Yes,99.0,Windows 10,Night,,0.0,42.83,99.0
TKT-0029,06/09/2024,05:02 PM,2024/09/06,Carol White,Legal,network issue,Medium,Resolve,Email,Central,62.0,2595,NO,yes,,MacOS,Afternoon,No,-1.0,32.91,8.0
,2024-11-29,10:45 AM,2024/11/29,Bob Smith,Sales,Email Problem,Medium,Resolve,chat,West,147.0,3534,yes,,-1.0,MacOS,Night,no,3.0,151.56,0.0
TKT-0194,20/10/2024,21:09:51,23-Oct-2024,Bob Smith,Finance,Email Problem,Hign,Open,Self-Service Portal,Central,115.0,1397,NO,Yes,99.0,Windows 10,morning,no,1.0,122.62,9.0
TKT-0430,2024/11/28,01:55:36 AM,11-30-2024,Bob Smith,Sales,Account Locked,medium,Open,self-service portal,South,145.0,2889,no,,4.0,windows 10,morning,no,,89.18,10.0
TKT-0666,05-08-2024,05:41:00,05-08-2024,Carol White,Legal,Account Locked,Mediun,closed,Chat,South,45.0,3257,No,No,5.0,Windows 10,Morning,No,0.0,60.58,1.0
TKT-0987,04-20-2024,22:58,2024/04/22,Emily Davis,Legal,Hardware failure,Low,Open,Phone,East,94.0,2484,No,Yes,,MacOS,Night,yes,-1.0,186.66,4.0
TKT-0170,17-Oct-2024,04:05 AM,10-19-2024,frank miller,IT,System Crash,Critical,In Progress,self-service portal,Central,26.0,1876,yes,N,99.0,Windows 10 ,Night,Yes,,160.37,6.0
TKT-0526,06/02/2024,05:59 PM,2024-02-07,EMILY DAVIS,Sales,SOFTWARE INSTALLATION,Hign,escalated,Walk-in,Central,,2201,,No,2.0,MacOS,AFTERNOON,no,0.0,135.26,3.0
,12-10-2024,04:31:49 PM,12/12/2024,Emily Davis,HR,VPN Access,medium,OPEN,self-service portal,South,22.0,1570,YES,yes,99.0,WINDOWS 11,Morning,No,2.0,141.64,2.0
TKT-0174,2024/11/24,01:55:29 PM,2024-11-26,henry moore,Admin,Email problem,low,resolved,Walk-in,,161.0,746,no,Y,,macOS,morning,Yes,0.0,107.65,99.0
TKT-0007,26/11/2024,03:03 AM,27-Nov-2024,,Operations,Email Problem,low,In Progress,Self-Service Portal,West,29.0,99999,No,No,0.0,MacOS,Afternoon,Yes,0.0,197.14,5.0
TKT-0765,05-29-2024,12:07 PM,2024-05-30,,Sales,Software Installation,Critical,escalated,Walk In,Central,137.0,2940,,N,1.0,Windows 10,Night,No,-1.0,67.35,9.0
,2024/09/02,03:08:53,2024/09/03,henry moore,Finance,Software Installation,Medium,escalated,Email,,120.0,1788,Yes,Yes,1.0,Windows 10,Afternoon,yes,-1.0,120.59,99.0
TKT-0679,2024-01-25,06:01:32 AM,2024/01/27,EMILY DAVIS,Marketing,VPN Access,low,In Progress,Walk In,Central,10.0,2130,NO,,2.0,macOS,AFTERNOON,No,-1.0,22.32,7.0
TKT-0074,17/02/2024,07:38:50 PM,18/02/2024,Carol White,Admin,System Crash,Mediun,escalated,Chat,North,,60,yes,no,,WINDOWS 11,Afternoon,No,2.0,,7.0
TKT-0714,2024/10/15,23:28,2024/10/17,BOB SMITH,Legal,SOFTWARE INSTALLATION,Medium,Resolve,Self-Service Portal,,122.0,1180,YES,no,99.0,Windows 11,AFTERNOON,,2.0,86.96,4.0
TKT-0676,31-Mar-2024,16:53,31/03/2024,frank miller,,Network Issue,Hign,In Progress,EMAIL,,174.0,2330,,Y,,windows 10,Afternoon,No,0.0,51.29,6.0
TKT-0239,2024/04/26,16:46:50,27/04/2024,JAMES ANDERSON,HR,Data Recovery,Hign,In progress,Phone,East,51.0,3482,NO,Yes,0.0,WINDOWS 11,Night Shift,no,-1.0,81.41,6.0
